7.147572007889120282e-01,6.482822358439632726e-01
8.708156601669427843e-01,4.382714633248089298e-01
8.915605906367245481e-01,3.344920140948851039e-01
8.953323962692942839e-01,2.830263690892141359e-01
9.014615800402064894e-01,2.427284451546687649e-01
9.085337156144474013e-01,2.246648595852356600e-01
9.123055212821448157e-01,2.114570208731643419e-01
9.226779864538058318e-01,2.021470067696360395e-01
9.245638892455013691e-01,1.974045849505781935e-01
9.297501219858936850e-01,1.912941472092885009e-01
9.269212677702483028e-01,1.868581142797293426e-01
9.297501219858936850e-01,1.858433444651861610e-01
9.330504517519265795e-01,1.857173821345702303e-01
9.325789761312835990e-01,1.838478106317733562e-01
9.292786462247399903e-01,1.847283438527372590e-01
9.288071705338416528e-01,1.814254888560392909e-01
9.292786461544846333e-01,1.812592280676473266e-01
9.302215977189451923e-01,1.758646818041671445e-01
9.339934031758764243e-01,1.770063228652720699e-01
9.316360247916402049e-01,1.744179334144605464e-01
9.325789761312835990e-01,1.734850220452469061e-01
9.330504517519265795e-01,1.748994529407114917e-01
9.354078303469289812e-01,1.709247383239421159e-01
9.311645488478226262e-01,1.753666922081225099e-01
9.330504518924372936e-01,1.694770981794778975e-01
9.269212679107590169e-01,1.722308501573995287e-01
9.372937331105223313e-01,1.693512563194547460e-01
9.358793059394697744e-01,1.681515009839303632e-01
9.368222573493686367e-01,1.673220405921529708e-01
9.354078302134437584e-01,1.691585499707667362e-01
9.368222573493686367e-01,1.670189794361106594e-01
9.391796357055027800e-01,1.654128692848788051e-01
9.354078302064182671e-01,1.669460592511733954e-01
9.344648787543662349e-01,1.646941196814948605e-01
9.382366844923188953e-01,1.639999868831246432e-01
9.405940628765552258e-01,1.648127483568456730e-01
9.354078302064182671e-01,1.671315464175770482e-01
9.377652086609098436e-01,1.635310898908404753e-01
9.358793058973166046e-01,1.627345368501461054e-01
9.372937330402669742e-01,1.650909549444264102e-01
9.405940628484530386e-01,1.615844615460678702e-01
9.335219274428249170e-01,1.658853573383450020e-01
9.349363546279284565e-01,1.599761830714831190e-01
9.372937331105223313e-01,1.638019140245536021e-01
9.401225870451461741e-01,1.597528782772415779e-01
9.391796358038602133e-01,1.629141244948619782e-01
9.368222573493686367e-01,1.625971776678743763e-01
9.363507816584702992e-01,1.615267432080068066e-01
9.424799657104039330e-01,1.601372913157550759e-01
9.382366844923188953e-01,1.601999569712808380e-01
9.382366844923188953e-01,1.623662795165868866e-01
9.382366844220635382e-01,1.623498681497543561e-01
9.358793060378273188e-01,1.568680819890644895e-01
9.405940629468105829e-01,1.582051460643925378e-01
9.354078303188267940e-01,1.616373668202602532e-01
9.396511114245031937e-01,1.598542974682200801e-01
9.358793060378273188e-01,1.583326863090278036e-01
9.424799656401485759e-01,1.586814923567051172e-01
9.396511114245031937e-01,1.585227313507673319e-01
9.401225872559122454e-01,1.588463566282685979e-01
9.405940628765552258e-01,1.561767743950475129e-01
9.377652087311652007e-01,1.553402871316327816e-01
9.424799655698932188e-01,1.583225273075814232e-01
9.438943927830988345e-01,1.583001054476512737e-01
9.405940629468105829e-01,1.577291732251324408e-01
9.424799657104039330e-01,1.565924374574820810e-01
9.401225872559122454e-01,1.588285399376046236e-01
9.391796358038602133e-01,1.547517105153217720e-01
9.396511114245031937e-01,1.539482294119901562e-01
9.396511115369118317e-01,1.595813612188425601e-01
9.368222571386025654e-01,1.572176620197552332e-01
9.405940628062998687e-01,1.599593346636392910e-01
9.387081601832172328e-01,1.540215339937336392e-01
9.363507817287256563e-01,1.587681671290999685e-01
9.410655385674535633e-01,1.552168616036173621e-01
9.405940628765552258e-01,1.530355823290820150e-01
9.377652087311652007e-01,1.541306610515131292e-01
9.429514412607915563e-01,1.556226050045178000e-01
9.410655386377089204e-01,1.569268737455504215e-01
9.377652086609098436e-01,1.567996583254599452e-01
9.424799655698932188e-01,1.532525404591116858e-01
9.420084899492502384e-01,1.534668251314191267e-01
9.391796358741155704e-01,1.548601277520549047e-01
9.401225871856568883e-01,1.536389313583762517e-01
9.387081601832172328e-01,1.570930427641997196e-01
9.405940628765552258e-01,1.509861974792097439e-01
9.405940629468105829e-01,1.497619064383819976e-01
9.453088198557938471e-01,1.513350602648388388e-01
9.405940629468105829e-01,1.526396869023570746e-01
9.396511114947585508e-01,1.548964840933884368e-01
9.387081600427065187e-01,1.533459092445148275e-01
9.434229169938430637e-01,1.505388917760613621e-01
9.453088197152831329e-01,1.517037105854584789e-01
9.410655385674535633e-01,1.514047784162162735e-01
9.382366843869358597e-01,1.568447697968281540e-01
9.420084900195055955e-01,1.501683387576037421e-01
9.415370143286072580e-01,1.507933982448166621e-01
9.401225872559122454e-01,1.527327414049219345e-01
9.434229169516898938e-01,1.493976514212144446e-01
9.453088197855384900e-01,1.495403918874121107e-01
9.391796357687325347e-01,1.521486157622980451e-01
9.368222574196239938e-01,1.518238731001304853e-01
9.410655386377089204e-01,1.499703867988417538e-01
9.396511114947585508e-01,1.481258048336094035e-01
9.382366843518081811e-01,1.504620156854211965e-01
9.405940628765552258e-01,1.487549931460351305e-01
9.405940629468105829e-01,1.489654181924469079e-01
9.415370142583519009e-01,1.484583271182160213e-01
9.387081601129618758e-01,1.504310276003651969e-01
9.424799656401485759e-01,1.491524064854114207e-01
9.368222574196239938e-01,1.547755055969957660e-01
9.415370142583519009e-01,1.500716967769898103e-01
9.401225871856568883e-01,1.483685056411541414e-01
9.401225872559122454e-01,1.508078370693384240e-01
9.415370143286072580e-01,1.471429719479437626e-01
9.415370143286072580e-01,1.495078789547326370e-01
9.391796358741155704e-01,1.515270266419549705e-01
9.410655385674535633e-01,1.488587725367476189e-01
9.424799657104039330e-01,1.467879910526102560e-01
9.387081601832172328e-01,1.477612675140615728e-01
9.420084898789948813e-01,1.480153433355919368e-01
9.420084900195055955e-01,1.495728212204980867e-01
9.401225871856568883e-01,1.463628941020616026e-01
9.410655385674535633e-01,1.485906249572615523e-01
9.396511114947585508e-01,1.490563068141302905e-01
9.405940628765552258e-01,1.476219607697591696e-01
9.396511115650139079e-01,1.457434891433732060e-01
9.401225872559122454e-01,1.479289209358622403e-01
9.410655386377089204e-01,1.492860896924738112e-01
9.429514413310469134e-01,1.449003610006923959e-01
9.415370142583519009e-01,1.480853654101064176e-01
9.443658684739971720e-01,1.457751098967990377e-01
9.438943927830988345e-01,1.457129078148787504e-01
9.424799657104039330e-01,1.458837269058469444e-01
9.438943926425881203e-01,1.455105816609964242e-01
9.420084900195055955e-01,1.447608402864555277e-01
9.405940628062998687e-01,1.475440263230035631e-01
9.453088197855384900e-01,1.444932559679865114e-01
9.391796357336048562e-01,1.463542337764716650e-01
9.405940628765552258e-01,1.452073090141555722e-01
9.415370143286072580e-01,1.437655646193251036e-01
9.434229170922006080e-01,1.465099649016430583e-01
9.420084900195055955e-01,1.446140920047379042e-01
9.424799656401485759e-01,1.460703766223294398e-01
9.443658684739971720e-01,1.417069733873947690e-01
9.457802955466921846e-01,1.446092814697327589e-01
9.401225872559122454e-01,1.446700645276977060e-01
9.438943927830988345e-01,1.413920862203484063e-01
9.415370142583519009e-01,1.482386723083243263e-01
9.429514414013022705e-01,1.471884039839670699e-01
9.429514414013022705e-01,1.450500018106055944e-01
9.387081601129618758e-01,1.451165424091218903e-01
9.429514413310469134e-01,1.429097182964857715e-01
9.415370141599943565e-01,1.455581526249824509e-01
9.448373441648955096e-01,1.430963918067012508e-01
9.391796358460134941e-01,1.420197776193392047e-01
9.448373440946401525e-01,1.434204881187073344e-01
9.434229170922006080e-01,1.426406424775375492e-01
9.443658684037418150e-01,1.387603977492684326e-01
9.429514413310469134e-01,1.446189794314867993e-01
9.424799657104039330e-01,1.428813573720793262e-01
9.438943926144860441e-01,1.414899185607459975e-01
9.453088197855384900e-01,1.391843999303501445e-01
9.453088198557938471e-01,1.425377019096599751e-01
9.429514414013022705e-01,1.422639685934993514e-01
9.443658684739971720e-01,1.421031648273817227e-01
9.443658683334864579e-01,1.426085946229161405e-01
9.443658684739971720e-01,1.413682303568133125e-01
9.429514413310469134e-01,1.417886626162205843e-01
9.405940629468105829e-01,1.463376413276643029e-01
9.434229170219452509e-01,1.430476320672996182e-01
9.453088197855384900e-01,1.387741702561780810e-01
9.471947226193871971e-01,1.428986750268682604e-01
9.486091495515714955e-01,1.419895732574883163e-01
9.486091496920822097e-01,1.414718544005272860e-01
9.396511114947585508e-01,1.409725178339822083e-01
9.453088197855384900e-01,1.391186307343350859e-01
9.438943927830988345e-01,1.432881690381742068e-01
9.438943927549967583e-01,1.397517314990863735e-01
9.424799656401485759e-01,1.383722563670927996e-01
9.471947226193871971e-01,1.398870178328397718e-01
9.438943927128434774e-01,1.386046044127589583e-01
9.462517711673351650e-01,1.385492215803325877e-01
9.443658683334864579e-01,1.366539587769947106e-01
9.424799656401485759e-01,1.429304034211609231e-01
9.429514413310469134e-01,1.413520344181529997e-01
9.443658684739971720e-01,1.376886592368550821e-01
9.429514412607915563e-01,1.416941690723025893e-01
9.453088197504108114e-01,1.398708120779692532e-01
9.457802955466921846e-01,1.360788317858287466e-01
9.438943927830988345e-01,1.403112690521466366e-01
9.467232468582335025e-01,1.401972276038318532e-01
9.448373441648955096e-01,1.351566385780318402e-01
9.486091496920822097e-01,1.362862051175911526e-01
9.467232469284888596e-01,1.376060473189049393e-01
9.448373440946401525e-01,1.375518788424184846e-01
9.434229169516898938e-01,1.401901321232280340e-01
9.471947225491318401e-01,1.386774987803894299e-01
9.476661983102855347e-01,1.367381773480705609e-01
9.453088197855384900e-01,1.363343877444734842e-01
9.429514414013022705e-01,1.373186286807566159e-01
9.448373441648955096e-01,1.388729600201131231e-01
9.481376739309285151e-01,1.368000058425201393e-01
9.424799656401485759e-01,1.370090278965903630e-01
9.476661980995194634e-01,1.371533203598257755e-01
9.443658684739971720e-01,1.380909022447889822e-01
9.443658684037418150e-01,1.355098940187056122e-01
9.448373441648955096e-01,1.381628757699681354e-01
9.471947226193871971e-01,1.365347536349250102e-01
9.462517711673351650e-01,1.386560058695005537e-01
9.448373441367934333e-01,1.350546550712179716e-01
9.453088197855384900e-01,1.361263459332099357e-01
9.434229170219452509e-01,1.353167591109135925e-01
9.429514414013022705e-01,1.378951317614022509e-01
9.443658684037418150e-01,1.365295868410427160e-01
9.429514413310469134e-01,1.379358448471939003e-01
9.420084900195055955e-01,1.370974289733505602e-01
9.443658684739971720e-01,1.352736573991923930e-01
9.490806253829805472e-01,1.379809251468091247e-01
9.443658684739971720e-01,1.343220484250684799e-01
9.453088198557938471e-01,1.379072687191030822e-01
9.490806253829805472e-01,1.324388561449779955e-01
9.471947226193871971e-01,1.357350937095863630e-01
9.453088197855384900e-01,1.346483284852106055e-01
9.453088198557938471e-01,1.360945394291212807e-01
9.434229170219452509e-01,1.336807278863109127e-01
9.476661983102855347e-01,1.370883950360298476e-01
9.462517712375905221e-01,1.384374629366942611e-01
9.429514413310469134e-01,1.345261003676527789e-01
9.471947225491318401e-01,1.361264024851496779e-01
9.434229170922006080e-01,1.348220921852193444e-01
9.453088197152831329e-01,1.323767626052788082e-01
9.453088197855384900e-01,1.375157275367334953e-01
9.424799656401485759e-01,1.355446266322820337e-01
9.471947224086211259e-01,1.353796360863197823e-01
9.438943927128434774e-01,1.332315846310312968e-01
9.467232469284888596e-01,1.350309633353934946e-01
9.448373440595124739e-01,1.343265343681399326e-01
9.448373440946401525e-01,1.326207811920036284e-01
9.486091496218268526e-01,1.352172066560318187e-01
9.471947225491318401e-01,1.320374779469513093e-01
9.490806253127251901e-01,1.302454356077350772e-01
9.490806253127251901e-01,1.340889160358643417e-01
9.481376740011838722e-01,1.301843251381815947e-01
9.467232469284888596e-01,1.345888823705502779e-01
9.453088197152831329e-01,1.357897665671730092e-01
9.462517710268244508e-01,1.338935995754161890e-01
9.453088198557938471e-01,1.306298369324850883e-01
9.504950523854200917e-01,1.320189510268817423e-01
9.462517712375905221e-01,1.334965602618381764e-01
9.476661983102855347e-01,1.338344005161333505e-01
9.486091496920822097e-01,1.322877156839761814e-01
9.415370143005050707e-01,1.358742127279526646e-01
9.552098093646588239e-01,1.306750017490750926e-01
9.453088198557938471e-01,1.327327554850087910e-01
9.457802953359261133e-01,1.308372781667085649e-01
9.476661983102855347e-01,1.310721648206476797e-01
9.462517711673351650e-01,1.331022702088778820e-01
